Unnamed: 0,Artist and Title,Artist,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre
1434,AJR - The Good Part,AJR,139547568,47589,2017.0,,,,,
1435,Charlie Cunningham - Minimum,Charlie Cunningham,139494824,35650,2017.0,Pop,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",british singer-songwriter,indie anthem-folk,indie folk
1436,Lorde - Homemade Dynamite,Lorde,139300267,26669,2017.0,Pop,"['art pop', 'metropopolis', 'nz pop', 'pop']",art pop,metropopolis,nz pop
1437,Pabllo Vittar - K.O.,Pabllo Vittar,138996817,38830,2017.0,Pop,"['dance pop', 'funk carioca', 'funk pop', 'pop lgbtq+ brasileira', 'pop nacional']",dance pop,funk carioca,funk pop
1438,Lil Uzi Vert - 444+222,Lil Uzi Vert,138637989,18860,2017.0,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap
1439,Gang of Youths - Achilles Come Down,Gang of Youths,138603377,68298,2017.0,Indie/Alternative,"['australian indie', 'modern rock']",australian indie,modern rock,Unknown
1440,Damso - Ε. Signaler,Damso,138595134,54177,2017.0,Hip-Hop/Rap,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",belgian hip hop,french hip hop,pop urbaine
1441,boy pablo - Everytime,boy pablo,138468091,20588,2017.0,Pop,"['bedroom pop', 'bergen indie', 'norwegian indie', 'pov: indie']",bedroom pop,bergen indie,norwegian indie
1442,Mike Perry - Hands,Mike Perry,138359362,14583,2017.0,Pop,"['pop dance', 'swedish tropical house']",pop dance,swedish tropical house,Unknown
1443,Anitta - Paradinha,Anitta,138154892,13398,2017.0,Pop,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",funk pop,funk rj,pagode baiano
1444,Therapie TAXI - Hit Sale,Therapie TAXI,138060223,60099,2017.0,Pop,"['french indie pop', 'french pop', 'french rock', 'new french touch']",french indie pop,french pop,french rock
1445,XXXTENTACION - Off the Wall!,XXXTENTACION,138044647,48780,2017.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
1446,Mike WiLL Made-It - Aries (YuGo),Mike WiLL Made-It,137885576,8366,2017.0,Hip-Hop/Rap,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,rap,southern hip hop
1447,Nick Jonas - Bom Bidi Bom,Nick Jonas,137608912,11946,2017.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1448,Stefflon Don - Hurtin' Me,Stefflon Don,137565395,31112,2017.0,World/Traditional,"['dancehall', 'dancehall queen', 'uk dancehall', 'uk hip hop']",dancehall,dancehall queen,uk dancehall
1449,Arcade Fire - Everything Now,Arcade Fire,137561859,29385,2017.0,Rock,"['alternative rock', 'baroque pop', 'canadian indie', 'canadian indie rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",alternative rock,baroque pop,canadian indie
1450,Gaab - Tem Café,Gaab,137536660,49908,2017.0,Hip-Hop/Rap,"['funk carioca', 'r&b brasileiro']",funk carioca,r&b brasileiro,Unknown
1451,IZA - Pesadão,IZA,137366744,68076,2017.0,,,,,
1452,RAF Camora - Primo,RAF Camora,137286204,31336,2017.0,Hip-Hop/Rap,['german hip hop'],german hip hop,Unknown,Unknown
1453,Dylan Scott - Hooked,Dylan Scott,137267187,21122,2017.0,World/Traditional,"['contemporary country', 'country road', 'modern country rock']",contemporary country,country road,modern country rock
1454,Marília Mendonça - Amante Não Tem Lar,Marília Mendonça,136927285,47295,2017.0,World/Traditional,"['arrocha', 'sertanejo', 'sertanejo universitario']",arrocha,sertanejo,sertanejo universitario
1455,Rvssian - Si Tu Lo Dejas,Rvssian,136673244,53517,2017.0,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap latino
1456,XXXTENTACION - Looking for a Star,XXXTENTACION,136502802,27958,2017.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
1457,Axwell /\ Ingrosso - I Love You,Axwell /\ Ingrosso,136359803,6731,2017.0,Electronic/Dance,"['edm', 'pop dance', 'progressive electro house']",edm,pop dance,progressive electro house
1458,SZA - Go Gina,SZA,136203563,47671,2017.0,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown
1459,Remmy Valenzuela - Loco Enamorado,Remmy Valenzuela,136169322,64364,2017.0,World/Traditional,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']",banda,corrido,musica mexicana
1460,The Chainsmokers - Young,The Chainsmokers,136086923,14919,2017.0,Pop,['pop'],pop,Unknown,Unknown
1461,PNAU - Go Bang,PNAU,136036125,12932,2017.0,Electronic/Dance,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop']",alternative dance,aussietronica,australian dance
1462,TWICE - Heart Shaker,TWICE,136032409,44215,2017.0,Pop,"['k-pop', 'k-pop girl group', 'pop']",k-pop,k-pop girl group,pop
1463,Bad Bunny - Tu No Metes Cabra,Bad Bunny,135559242,46101,2017.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
1464,SXTN - Von Party zu Party,SXTN,135105261,60163,2017.0,Hip-Hop/Rap,"['deep german hip hop', 'frauenrap', 'german hip hop']",deep german hip hop,frauenrap,german hip hop
1465,Drake - No Long Talk,Drake,134867249,10971,2017.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop
1466,BTS - Outro: Wings,BTS,134598038,26157,2017.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
1467,John Mayer - In the Blood,John Mayer,134374465,26304,2017.0,Rock,"['neo mellow', 'singer-songwriter']",neo mellow,singer-songwriter,Unknown
1468,Melendi - Caminando por la vida,Melendi,134302442,111356,2017.0,Pop,"['spanish pop', 'spanish pop rock']",spanish pop,spanish pop rock,Unknown
1469,Nothing But Thieves - Amsterdam,Nothing But Thieves,134272026,56132,2017.0,Pop,"['alternative pop rock', 'modern alternative rock', 'modern rock']",alternative pop rock,modern alternative rock,modern rock
1470,Blake Shelton - I'll Name the Dogs,Blake Shelton,134172407,31910,2017.0,World/Traditional,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",classic oklahoma country,contemporary country,country
1471,BTS - Intro: Serendipity,BTS,134024392,12634,2017.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
1472,Anuel AA - Ayer 2,Anuel AA,133905425,55414,2017.0,World/Traditional,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",reggaeton,reggaeton flow,trap boricua
1473,Chase Atlantic - Okay,Chase Atlantic,133897213,68407,2017.0,R&B/Soul,['alternative r&b'],alternative r&b,Unknown,Unknown
1474,WINNER - REALLY REALLY,WINNER,133788256,28895,2017.0,Pop,"['k-pop', 'k-pop boy group']",k-pop,k-pop boy group,Unknown
1475,Linkin Park - Good Goodbye,Linkin Park,133765066,22945,2017.0,Metal,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",alternative metal,nu metal,post-grunge
1476,Damso - Δ. Dieu ne ment jamais,Damso,133688407,74171,2017.0,Hip-Hop/Rap,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",belgian hip hop,french hip hop,pop urbaine
1477,WALK THE MOON - One Foot,WALK THE MOON,133678092,17552,2017.0,Rock,"['dance rock', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']",dance rock,modern alternative rock,modern rock
1478,Kalben - Yara,Kalben,133615144,116228,2017.0,Rock,"['turkish rock', 'turkish singer-songwriter']",turkish rock,turkish singer-songwriter,Unknown
1479,Paulo Londra - Cámara Lenta,Paulo Londra,133529353,107429,2017.0,Hip-Hop/Rap,"['argentine hip hop', 'trap argentino', 'trap latino', 'urbano latino']",argentine hip hop,trap argentino,trap latino
1480,XXXTENTACION - Ayala (Outro),XXXTENTACION,133504370,31788,2017.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
1481,Nimo - Heute mit mir,Nimo,133465190,38664,2017.0,Hip-Hop/Rap,"['german hip hop', 'swedish hip hop']",german hip hop,swedish hip hop,Unknown
1482,BTS - Epilogue : Young Forever,BTS,133259944,32329,2017.0,Pop,"['alternative pop rock', 'neon pop punk', 'pop emo', 'texas pop punk']",alternative pop rock,neon pop punk,pop emo
1483,Sofi Tukker - Best Friend,Sofi Tukker,133255853,26319,2017.0,Electronic/Dance,['edm'],edm,Unknown,Unknown
1484,Paramore - Rose-Colored Boy,Paramore,132817377,46244,2017.0,Pop,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",candy pop,modern rock,pixie
1485,NAV - Held Me Down,NAV,132802602,9072,2017.0,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']",canadian hip hop,canadian trap,melodic rap
1486,ZAAC - Vai Embrazando,ZAAC,132676770,51205,2017.0,,,,,
1487,A Boogie Wit da Hoodie - Beast Mode,A Boogie Wit da Hoodie,132365864,10898,2017.0,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap
1488,Playboi Carti - New Choppa,Playboi Carti,131586755,46928,2017.0,Hip-Hop/Rap,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",atl hip hop,plugg,pluggnb
1489,mansionz - Gorgeous,mansionz,131566117,16686,2017.0,Pop,['indie pop rap'],indie pop rap,Unknown,Unknown
1490,Jason Isbell and the 400 Unit - If We Were Vampires,Jason Isbell and the 400 Unit,131524463,28808,2017.0,World/Traditional,"['alternative country', 'folk', 'new americana', 'roots rock']",alternative country,folk,new americana
1491,The Japanese House - Saw You In A Dream,The Japanese House,130966287,31022,2017.0,Pop,"['indie pop', 'indietronica', 'modern dream pop', 'pov: indie', 'vapor soul']",indie pop,indietronica,modern dream pop
1492,Kiiara - Whippin,Kiiara,130819642,5281,2017.0,Hip-Hop/Rap,"['alt z', 'electropop']",alt z,electropop,Unknown
1493,Steve Lacy - Ryd,Steve Lacy,130774906,83671,2017.0,Hip-Hop/Rap,['afrofuturism'],afrofuturism,Unknown,Unknown
1494,Brett Eldredge - The Long Way,Brett Eldredge,130711623,18806,2017.0,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road
1495,Bruno & Marrone - Na Conta Da Loucura,Bruno & Marrone,130650870,75803,2017.0,World/Traditional,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",sertanejo,sertanejo pop,sertanejo universitario
1496,HENRY - It's You,HENRY,130541412,30234,2017.0,Classical/Orchestral,['neo-classical'],neo-classical,Unknown,Unknown
1497,Young Dolph - 100 Shots,Young Dolph,130384532,77209,2017.0,Hip-Hop/Rap,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",memphis hip hop,rap,southern hip hop
1498,Khalid - Let's Go,Khalid,130381069,10209,2017.0,Pop,"['pop', 'pop r&b']",pop,pop r&b,Unknown
1499,XXXTENTACION - Slipknot,XXXTENTACION,130298503,32484,2017.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
1500,Damso - Γ. Mosaïque solitaire,Damso,130121125,36165,2017.0,Hip-Hop/Rap,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",belgian hip hop,french hip hop,pop urbaine
1501,Kendrick Lamar - BLOOD.,Kendrick Lamar,130036457,44477,2017.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",conscious hip hop,hip hop,rap
1502,MC Kevinho - O Grave Bater,MC Kevinho,130001876,42622,2017.0,Hip-Hop/Rap,"['funk carioca', 'funk ostentacao', 'funk pop', 'sertanejo universitario']",funk carioca,funk ostentacao,funk pop
1503,The Killers - Run For Cover,The Killers,129756128,34248,2017.0,Rock,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",alternative rock,dance rock,modern rock
1504,Khalid - Angels,Khalid,129565077,10515,2017.0,Pop,"['pop', 'pop r&b']",pop,pop r&b,Unknown
1505,Nico Santos - Rooftop,Nico Santos,129272665,10027,2017.0,Pop,['german pop'],german pop,Unknown,Unknown
1506,DISH// - 猫,DISH//,129268315,48858,2017.0,Pop,"['pop rock', 'post-grunge']",pop rock,post-grunge,Unknown
1507,Stormzy - Big For Your Boots,Stormzy,129223269,14400,2017.0,Hip-Hop/Rap,"['grime', 'uk hip hop']",grime,uk hip hop,Unknown
1508,ODESZA - Line Of Sight,ODESZA,129145527,28171,2017.0,Electronic/Dance,"['chillwave', 'edm', 'indietronica']",chillwave,edm,indietronica
1509,GoldLink - Herside Story,GoldLink,129141362,14733,2017.0,R&B/Soul,['alternative r&b'],alternative r&b,Unknown,Unknown
1510,Trippie Redd - Bust Down,Trippie Redd,129133022,8985,2017.0,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap
1511,Cash Cash - All My Love,Cash Cash,128745978,5478,2017.0,Electronic/Dance,['jersey club'],jersey club,Unknown,Unknown
1512,Smino - Wild Irish Roses,Smino,128080438,47817,2017.0,R&B/Soul,['alternative r&b'],alternative r&b,Unknown,Unknown
1513,Shanti Dope - Nadarang,Shanti Dope,128077738,78904,2017.0,World/Traditional,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",opm,pinoy hip hop,pinoy r&b
1514,Jacquees - At The Club,Jacquees,128030334,42847,2017.0,Hip-Hop/Rap,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']",atl hip hop,pop r&b,pop rap
1515,Timmies - Loosing Interest,Timmies,127945091,29891,2017.0,R&B/Soul,"['lo-fi chill', 'sad lo-fi']",lo-fi chill,sad lo-fi,Unknown
1516,Serhat Durmus - La Câlin,Serhat Durmus,127792303,41574,2017.0,Hip-Hop/Rap,"['arab trap', 'turkish trap']",arab trap,turkish trap,Unknown
1517,Future - Mask Off,Future,127731900,22606,2017.0,Hip-Hop/Rap,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",atl hip hop,hip hop,rap
1518,Grace VanderWaal - Moonlight,Grace VanderWaal,127730745,32032,2017.0,Pop,['post-teen pop'],post-teen pop,Unknown,Unknown
1519,Dua Lipa - Thinking 'Bout You,Dua Lipa,127638602,15742,2017.0,Pop,"['dance pop', 'pop', 'uk pop']",dance pop,pop,uk pop
1520,Passenger - Simple Song,Passenger,127492597,29429,2017.0,Pop,"['folk-pop', 'neo mellow']",folk-pop,neo mellow,Unknown
1521,Vance Joy - Like Gold,Vance Joy,127449905,26092,2017.0,Pop,"['folk-pop', 'modern rock']",folk-pop,modern rock,Unknown
1522,Missy & Blonde - Something Just Like This,Missy & Blonde,127423682,42592,2017.0,Pop,"['channel pop', 'viral pop']",channel pop,viral pop,Unknown
1523,Queens of the Stone Age - The Way You Used To Do,Queens of the Stone Age,127285981,20757,2017.0,Metal,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",alternative metal,alternative rock,grunge
1524,Mac DeMarco - On the Level,Mac DeMarco,127229945,70429,2017.0,Electronic/Dance,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']",edmonton indie,lo-fi indie,pov: indie
1525,Ultimo - Pianeti,Ultimo,127168721,55463,2017.0,Pop,"['italian adult pop', 'italian pop']",italian adult pop,italian pop,Unknown
1526,RAF Camora - Kontrollieren,RAF Camora,126755576,30326,2017.0,Hip-Hop/Rap,['german hip hop'],german hip hop,Unknown,Unknown
1527,Kodak Black - Don't Wanna Breathe,Kodak Black,126654124,27382,2017.0,Hip-Hop/Rap,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",florida drill,florida rap,melodic rap
1528,IU - Palette,IU,126596153,31427,2017.0,,,,,
1529,XXXTENTACION - What in XXXTarnation,XXXTENTACION,126213345,22005,2017.0,Hip-Hop/Rap,"['emo rap', 'miami hip hop', 'rap']",emo rap,miami hip hop,rap
1530,SYML - Where's My Love,SYML,126073059,8396,2017.0,Pop,['modern indie pop'],modern indie pop,Unknown,Unknown
1531,Dean Lewis - Need You Now,Dean Lewis,125843652,12546,2017.0,Pop,"['australian pop', 'pop']",australian pop,pop,Unknown
1532,AILEE - I Will Go To You Like the First Snow,AILEE,125837076,51943,2017.0,Pop,['k-pop'],k-pop,Unknown,Unknown
1533,DJ Khaled - Shining,DJ Khaled,125616044,10289,2017.0,Hip-Hop/Rap,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",hip hop,miami hip hop,pop rap
1534,Bhad Bhabie - Hi Bich,Bhad Bhabie,125462749,15189,2017.0,Hip-Hop/Rap,"['trap queen', 'viral rap']",trap queen,viral rap,Unknown
1535,Linkin Park - Talking to Myself,Linkin Park,125065851,21967,2017.0,Metal,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",alternative metal,nu metal,post-grunge
1536,Manuel Turizo - Una Lady Como Tú,Manuel Turizo,124807552,9004,2017.0,Pop,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",colombian pop,latin pop,reggaeton
1537,Phoebe Bridgers - Funeral,Phoebe Bridgers,124745938,81783,2017.0,Pop,"['indie pop', 'la indie', 'pov: indie']",indie pop,la indie,pov: indie
1538,Lana Del Rey - 13 Beaches,Lana Del Rey,124559360,34386,2017.0,Pop,"['art pop', 'pop']",art pop,pop,Unknown
1539,"Arijit Singh - Saware (From ""Phantom"")",Arijit Singh,124403683,115438,2017.0,World/Traditional,"['filmi', 'modern bollywood']",filmi,modern bollywood,Unknown
1540,Two Feet - Had Some Drinks,Two Feet,124364366,35973,2017.0,Pop,"['indie poptimism', 'modern rock']",indie poptimism,modern rock,Unknown
1541,"Arijit Singh - Ik Vaari Aa (From ""Raabta"")",Arijit Singh,124252011,116793,2017.0,World/Traditional,"['filmi', 'modern bollywood']",filmi,modern bollywood,Unknown
1542,Pablo Alborán - No vaya a ser,Pablo Alborán,124101326,11178,2017.0,Pop,"['latin arena pop', 'latin pop', 'spanish pop']",latin arena pop,latin pop,spanish pop
1543,Felipe Araújo - A Mala É Falsa,Felipe Araújo,124015400,31814,2017.0,World/Traditional,"['arrocha', 'sertanejo', 'sertanejo universitario']",arrocha,sertanejo,sertanejo universitario
1544,Imagine Dragons - Thunder / Young Dumb & Broke,Imagine Dragons,123877990,25060,2017.0,Rock,"['modern rock', 'pop', 'rock']",modern rock,pop,rock
1545,Nina Nesbitt - The Best You Had,Nina Nesbitt,123787436,5614,2017.0,Hip-Hop/Rap,"['alt z', 'neo-singer-songwriter', 'uk pop']",alt z,neo-singer-songwriter,uk pop
1546,Los Tucanes De Tijuana - Secuestro De Amor,Los Tucanes De Tijuana,123766318,197186,2017.0,World/Traditional,"['banda', 'corrido', 'musica bajacaliforniana', 'musica mexicana', 'norteno']",banda,corrido,musica bajacaliforniana
1547,Logic - Black SpiderMan,Logic,123650190,5528,2017.0,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']",conscious hip hop,hip hop,pop rap
1548,Bruno Mars - Just the Way You Are,Bruno Mars,2190999113,1264628,2010.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1549,Don Omar - Danza Kuduro,Don Omar,1751392253,1426032,2010.0,Hip-Hop/Rap,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",latin hip hop,puerto rican pop,reggaeton
1550,Eminem - Love The Way You Lie,Eminem,1590400443,814597,2010.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
1551,"Train - Hey, Soul Sister",Train,1584979624,930290,2010.0,Pop,"['hip pop', 'pop']",hip pop,pop,Unknown
1552,Maroon 5 - Moves Like Jagger,Maroon 5,1522800858,929759,2010.0,Pop,['pop'],pop,Unknown,Unknown
1553,Miguel - Sure Thing,Miguel,1418205401,1364219,2010.0,R&B/Soul,"['r&b', 'urban contemporary']",r&b,urban contemporary,Unknown
1554,Bruno Mars - Talking to the Moon,Bruno Mars,1410839937,796025,2010.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1555,Bruno Mars - Grenade,Bruno Mars,1354501521,653076,2010.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1556,Katy Perry - Last Friday Night (T.G.I.F.),Katy Perry,1199830145,820797,2010.0,Pop,['pop'],pop,Unknown,Unknown
1557,Rihanna - Only Girl (In The World),Rihanna,1147118561,909814,2010.0,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary
1558,Katy Perry - Firework,Katy Perry,1107014841,602341,2010.0,Pop,['pop'],pop,Unknown,Unknown
1559,Taio Cruz - Dynamite,Taio Cruz,1102900089,472520,2010.0,Pop,"['dance pop', 'pop', 'pop rap']",dance pop,pop,pop rap
1560,Rihanna - S&M,Rihanna,1087079694,785208,2010.0,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary
1561,Bruno Mars - Marry You,Bruno Mars,1042067293,568598,2010.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1562,Eminem - Not Afraid,Eminem,1040176254,329544,2010.0,Hip-Hop/Rap,"['detroit hip hop', 'hip hop', 'rap']",detroit hip hop,hip hop,rap
1563,Plan B - Es un Secreto,Plan B,1014587631,1303795,2010.0,World/Traditional,"['reggaeton', 'trap latino', 'urbano latino']",reggaeton,trap latino,urbano latino
1564,Justin Bieber - Baby,Justin Bieber,993620982,654979,2010.0,Pop,"['canadian pop', 'pop']",canadian pop,pop,Unknown
1565,Bruno Mars - The Lazy Song,Bruno Mars,992155997,552904,2010.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1566,Katy Perry - The One That Got Away,Katy Perry,955525627,499934,2010.0,Pop,['pop'],pop,Unknown,Unknown
1567,Kanye West - POWER,Kanye West,952016426,239214,2010.0,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap
1568,USHER - DJ Got Us Fallin' In Love,USHER,887120958,669840,2010.0,Hip-Hop/Rap,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",atl hip hop,contemporary r&b,dance pop
1569,Nicki Minaj - Super Bass,Nicki Minaj,885199989,455538,2010.0,Pop,"['hip pop', 'pop', 'queens hip hop', 'rap']",hip pop,pop,queens hip hop
1570,One Direction - Perfect,One Direction,881832891,468966,2010.0,Pop,"['boy band', 'pop', 'post-teen pop', 'talent show']",boy band,pop,post-teen pop
1571,Katy Perry - California Gurls,Katy Perry,865675116,617782,2010.0,Pop,['pop'],pop,Unknown,Unknown
1572,Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],Shakira,854572461,355037,2010.0,Pop,"['colombian pop', 'dance pop', 'latin pop', 'pop']",colombian pop,dance pop,latin pop
1573,Two Door Cinema Club - What You Know,Two Door Cinema Club,853812248,464438,2010.0,Rock,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",indie rock,indietronica,irish rock
1574,Taylor Swift - Enchanted,Taylor Swift,830633767,339130,2010.0,Pop,['pop'],pop,Unknown,Unknown
1575,Patrick Watson - Je te laisserai des mots,Patrick Watson,817747793,954129,2010.0,Indie/Alternative,"['indie folk', 'indie quebecois']",indie folk,indie quebecois,Unknown
1576,B.o.B - Airplanes,B.o.B,808818202,236462,2010.0,Rock,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",emo,modern rock,pop
1577,Katy Perry - Teenage Dream,Katy Perry,801202129,639129,2010.0,Pop,['pop'],pop,Unknown,Unknown
1578,Mac Miller - The Spins,Mac Miller,750937404,676268,2010.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap
1579,Kanye West - Runaway,Kanye West,749261648,526562,2010.0,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap
1580,Far East Movement - Like A G6,Far East Movement,712365909,328660,2010.0,Hip-Hop/Rap,"['asian american hip hop', 'dance pop', 'pop rap']",asian american hip hop,dance pop,pop rap
1581,P!nk - Raise Your Glass,P!nk,708647052,411601,2010.0,Pop,[],Unknown,Unknown,Unknown
1582,Kanye West - All Of The Lights,Kanye West,698730369,300898,2010.0,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap
1583,Stromae - Alors on danse,Stromae,697661830,330751,2010.0,Pop,"['belgian pop', 'g-house']",belgian pop,g-house,Unknown
1584,Travie McCoy - Billionaire,Travie McCoy,685342804,342523,2010.0,Pop,['pop rap'],pop rap,Unknown,Unknown
1585,Waka Flocka Flame - No Hands,Waka Flocka Flame,679609070,334876,2010.0,Hip-Hop/Rap,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",atl hip hop,dirty south rap,pop rap
1586,Cascada - Everytime We Touch,Cascada,677951569,357477,2010.0,Electronic/Dance,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",eurodance,europop,german techno
1587,Bruno Mars - Count on Me,Bruno Mars,672059604,300300,2010.0,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown
1588,Sean Kingston - Eenie Meenie,Sean Kingston,653947281,415678,2010.0,Pop,"['dance pop', 'miami hip hop', 'pop']",dance pop,miami hip hop,pop
1589,Wiz Khalifa - Black and Yellow,Wiz Khalifa,651642113,213140,2010.0,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",hip hop,pittsburgh rap,pop rap
1590,B.o.B - Nothin' on You,B.o.B,629680817,422149,2010.0,Rock,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",emo,modern rock,pop
1591,Gorillaz - On Melancholy Hill,Gorillaz,612539067,459822,2010.0,Hip-Hop/Rap,"['alternative hip hop', 'modern rock', 'rock']",alternative hip hop,modern rock,rock
1592,Alexandra Stan - Mr. Saxobeat,Alexandra Stan,595737303,380787,2010.0,Pop,['romanian pop'],romanian pop,Unknown,Unknown
1593,Roar - I Can't Handle Change,Roar,592752868,441931,2010.0,,,,,
1594,Flo Rida - Club Can't Handle Me,Flo Rida,587881459,361468,2010.0,Pop,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",dance pop,miami hip hop,pop
1595,Taio Cruz - Break Your Heart,Taio Cruz,578143710,288994,2010.0,Pop,"['dance pop', 'pop', 'pop rap']",dance pop,pop,pop rap
1596,John Lennon - Happy Xmas (War Is Over),John Lennon,570828609,25267,2010.0,Rock,"['classic rock', 'rock']",classic rock,rock,Unknown
1597,Black Eyed Peas - Just Can’t Get Enough,Black Eyed Peas,558180320,452384,2010.0,Pop,"['dance pop', 'pop', 'pop rap']",dance pop,pop,pop rap
1598,Miguel - Girl With The Tattoo Enter.lewd,Miguel,544700773,539926,2010.0,R&B/Soul,"['r&b', 'urban contemporary']",r&b,urban contemporary,Unknown
1599,Rihanna - What's My Name?,Rihanna,539124320,301357,2010.0,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary
